"ID","Item title","Final URL","Image URL","Item subtitle","Item description","Item Category","Price","Sale Price"
"8501567","Lovaglópálca 140 Uni, 58 cm","http://www.decathlon.hu/lovaglopalca-140-uni-58-cm-id_8501567.html","http://www.decathlon.hu/media/850/8501567/big_1520256.jpg","FOUGANZA","Lapos markolata ideális gyerekeknek!","Lovaglás","1290.00 HUF",""
"8485754","Gyerek lábszárvédő, SOUFFLET","http://www.decathlon.hu/gyerek-labszarvedo-soufflet-id_8485754.html","http://www.decathlon.hu/media/848/8485754/big_1245527.jpg","FOUGANZA","Könnyű és egyszerűen tisztítható.","Lovaglás","8990.00 HUF",""
"8506368","Mash (maccs) lovaknak, 1.5 kg","http://www.decathlon.hu/mash-maccs-lovaknak-15-kg-id_8506368.html","http://www.decathlon.hu/media/850/8506368/big_1336176.jpg","FOUGANZA","Ízesítés: répát tartalmaz. ","Lovaglás","1690.00 HUF",""
"8485657","Kobak C120 barna, fekete","http://www.decathlon.hu/kobak-c120-barna-fekete-id_8485657.html","http://www.decathlon.hu/media/848/8485657/big_1240611.jpg","FOUGANZA","A fejkerület állítócsavarral szabályozható. ","Lovaglás","7990.00 HUF",""
"8485860","Kobak C120 szürke, piros ","http://www.decathlon.hu/kobak-c120-szurke-piros--id_8485860.html","http://www.decathlon.hu/media/848/8485860/big_1240670.jpg","FOUGANZA","A fejkerület állítócsavarral szabályozható. ","Lovaglás","6990.00 HUF","6990.00 HUF"
"8485610","Lóápolószeres láda 300-as","http://www.decathlon.hu/loapoloszeres-lada-300-as-id_8485610.html","http://www.decathlon.hu/media/848/8485610/big_1242855.jpg","FOUGANZA","Gyerekeknek ideális!","Lovaglás","2990.00 HUF",""
"8485841","Lovas zokni, 500-as GRIP","http://www.decathlon.hu/lovas-zokni-500-as-grip-id_8485841.html","http://www.decathlon.hu/media/848/8485841/big_1312741.jpg","FOUGANZA","Ideális viselet minden évszakban.","Lovaglás","1990.00 HUF",""
"8485884","Nyeregalátét, univerzális","http://www.decathlon.hu/nyeregalatet-univerzalis-id_8485884.html","http://www.decathlon.hu/media/848/8485884/big_1246780.jpg","FOUGANZA","Egységes - nagyló - méret. ","Lovaglás","5990.00 HUF",""
"8485801","Lovaglókesztyű 140-es","http://www.decathlon.hu/lovaglokesztyu-140-es-id_8485801.html","http://www.decathlon.hu/media/848/8485801/big_1256122.jpg","FOUGANZA","Puha és kényelmes. ","Lovaglás","1990.00 HUF",""
"8395005","Pónikantár + szár 100-as","http://www.decathlon.hu/ponikantar-szar-100-as-id_8395005.html","http://www.decathlon.hu/media/839/8395005/big_1253358.jpg","FOUGANZA","Egyszerű beállítás. Könnyen használható szárak.","Lovaglás","6990.00 HUF",""
"8375419","Pónipatrac, 100-as, fekete","http://www.decathlon.hu/ponipatrac-100-as-fekete-id_8375419.html","http://www.decathlon.hu/media/837/8375419/big_1290663.jpg","FOUGANZA","Gyerekeknek, shetlandi pónihoz ideális!","Lovaglás","29990.00 HUF",""
"8485791","TRICOT gyerek lovaglókesztyű","http://www.decathlon.hu/tricot-gyerek-lovaglokesztyu-id_8485791.html","http://www.decathlon.hu/media/848/8485791/big_1256137.jpg","FOUGANZA","Tenyéri oldalán tapadós szilikonpöttyökkel. ","Lovaglás","990.00 HUF",""
"8485659","Kobak C120, kék, türkizkék","http://www.decathlon.hu/kobak-c120-kek-turkizkek-id_8485659.html","http://www.decathlon.hu/media/848/8485659/big_1251715.jpg","FOUGANZA","A fejkerület állítócsavarral szabályozható. ","Lovaglás","6990.00 HUF","6990.00 HUF"
"8485653","Mellény 100-as","http://www.decathlon.hu/melleny-100-as-id_8485653.html","http://www.decathlon.hu/media/848/8485653/big_1254979.jpg","FOUGANZA","Könnyű és kényelmes!!","Lovaglás","4990.00 HUF",""
"8485794","Gyerek lovaglókesztyű Basic","http://www.decathlon.hu/gyerek-lovaglokesztyu-basic-id_8485794.html","http://www.decathlon.hu/media/848/8485794/big_1256174.jpg","FOUGANZA","Visszafogott és elegáns!","Lovaglás","1990.00 HUF",""
"8485656","Kobak 100-as, fekete","http://www.decathlon.hu/kobak-100-as-fekete-id_8485656.html","http://www.decathlon.hu/media/848/8485656/big_1240627.jpg","FOUGANZA","Állítócsavarral szabályozható.","Lovaglás","4990.00 HUF",""
"8485816","Lovaglózokni 500 Light","http://www.decathlon.hu/lovaglozokni-500-light-id_8485816.html","http://www.decathlon.hu/media/848/8485816/big_1240235.jpg","FOUGANZA","Vékony és kényelmes!","Lovaglás","1490.00 HUF",""
"8485458","Gyerek lábszárvédő 100-as Mesh","http://www.decathlon.hu/gyerek-labszarvedo-100-as-mesh-id_8485458.html","http://www.decathlon.hu/media/848/8485458/big_1248849.jpg","FOUGANZA","Mesh szövete könnyű és jól szellőzik.","Lovaglás","4990.00 HUF",""
"8485871","Lábszárvédő Sentier","http://www.decathlon.hu/labszarvedo-sentier-id_8485871.html","http://www.decathlon.hu/media/848/8485871/big_1251761.jpg","FOUGANZA","Széles harmonikabetét, kétféle szárhosszal kapható","LOVAGLÁS TEREPEN","12990.00 HUF",""
"8485544","Lovas zokni Losanges","http://www.decathlon.hu/lovas-zokni-losanges-id_8485544.html","http://www.decathlon.hu/media/848/8485544/big_1240186.jpg","FOUGANZA","Hosszú szár, a talpon buklészövésű megerősítés.","Lovaglás","2990.00 HUF",""
"8485843","Lovaglóokni 500-as","http://www.decathlon.hu/lovaglookni-500-as-id_8485843.html","http://www.decathlon.hu/media/848/8485843/big_1240115.jpg","FOUGANZA","Buklékötésű talp.","Lovaglás","1990.00 HUF",""
"8485241","Gyerek lovaglópálca 140 MULTI","http://www.decathlon.hu/gyerek-lovaglopalca-140-multi-id_8485241.html","http://www.decathlon.hu/media/848/8485241/big_1516244.jpg","FOUGANZA","Lapos markolata ideális gyerekeknek!","Lovaglás","1290.00 HUF",""
"8292309","Erősítő patazsír, 750 ml","http://www.decathlon.hu/erosito-patazsir-750-ml-id_8292309.html","http://www.decathlon.hu/media/829/8292309/big_1416793.jpg","FOUGANZA","Fakátrányt tartalmaz. ","Lovaglás","2490.00 HUF",""
"8485521","Lovas zokni 100-as","http://www.decathlon.hu/lovas-zokni-100-as-id_8485521.html","http://www.decathlon.hu/media/848/8485521/big_1240088.jpg","FOUGANZA","Egységes méretezés. ","Lovaglás","890.00 HUF",""
"8485874","Patazsír, 750 ml","http://www.decathlon.hu/patazsir-750-ml-id_8485874.html","http://www.decathlon.hu/media/848/8485874/big_1416747.jpg","FOUGANZA","Természetesen színű, egészséges paták!","Lovaglás","2490.00 HUF",""
"8485808","Gyerek lovaglózokni 500 Light","http://www.decathlon.hu/gyerek-lovaglozokni-500-light-id_8485808.html","http://www.decathlon.hu/media/848/8485808/big_1240092.jpg","FOUGANZA","Vékony és kényelmes!","Lovaglás","1490.00 HUF",""
"8486225","Ugrópálca 900, 49 cm","http://www.decathlon.hu/ugropalca-900-49-cm-id_8486225.html","http://www.decathlon.hu/media/848/8486225/big_1416718.jpg","FOUGANZA","Bőr csapó a határozott, pontos segítségadáshoz.","Lovaglás","3490.00 HUF",""
"8486224","Lovaglópálca, COURSE (900) ","http://www.decathlon.hu/lovaglopalca-course-900-id_8486224.html","http://www.decathlon.hu/media/848/8486224/big_1416735.jpg","FOUGANZA","Bőr csapó a határozott, pontos segítségadáshoz.","Lovaglás","3490.00 HUF",""
"8486223","Lovaglópálca, ugrópálca 900-as","http://www.decathlon.hu/lovaglopalca-ugropalca-900-as-id_8486223.html","http://www.decathlon.hu/media/848/8486223/big_1416690.jpg","FOUGANZA","Bőr csapó a határozott, pontos segítségadáshoz.","Lovaglás","3490.00 HUF",""
"8485309","Lovaglópálca, COURSE","http://www.decathlon.hu/lovaglopalca-course-id_8485309.html","http://www.decathlon.hu/media/848/8485309/big_1416706.jpg","FOUGANZA","Bőr csapó a határozott, pontos segítségadáshoz.","Lovaglás","3490.00 HUF",""
"8407645","Lóvakaró, puha","http://www.decathlon.hu/lovakaro-puha-id_8407645.html","http://www.decathlon.hu/media/840/8407645/big_1240535.jpg","KERBL","Gyerekkézhez kialakítva.","Lovaglás","990.00 HUF",""
"8407646","Lóvakaró, puha","http://www.decathlon.hu/lovakaro-puha-id_8407646.html","http://www.decathlon.hu/media/840/8407646/big_1240599.jpg","KERBL","Gyerekkézhez kialakítva.","Lovaglás","790.00 HUF",""
"8512980","Lenmag Fougalin, 2 kg","http://www.decathlon.hu/lenmag-fougalin-2-kg-id_8512980.html","http://www.decathlon.hu/media/851/8512980/big_1499156.jpg","FOUGANZA","Gyorsan felszívódik.","Lovaglás","2990.00 HUF",""
"8513203","Lovaglózokni 500-as, kék,bordó","http://www.decathlon.hu/lovaglozokni-500-as-kekbordo-id_8513203.html","http://www.decathlon.hu/media/851/8513203/big_1344000.jpg","FOUGANZA","Ebben télen sem fázik a lábad! ","Lovaglás","1990.00 HUF",""
"8485528","Felnőtt lovaglózokni 500-as","http://www.decathlon.hu/felnott-lovaglozokni-500-as-id_8485528.html","http://www.decathlon.hu/media/848/8485528/big_1343995.jpg","FOUGANZA","Ebben télen sem fázik a lábad! ","Lovaglás","1990.00 HUF",""
"8503607","Lovaglónadrág ACCESSY, bordó","http://www.decathlon.hu/lovaglonadrag-accessy-bordo-id_8503607.html","http://www.decathlon.hu/media/850/8503607/big_1345451.jpg","FOUGANZA","Puha, meleg anyagú téli lovaglónadrág. ","Lovaglás","5490.00 HUF",""
"8503974","Gyerek/lány lovas póló 140-es","http://www.decathlon.hu/gyerek-lany-lovas-polo-140-es-id_8503974.html","http://www.decathlon.hu/media/850/8503974/big_1346059.jpg","FOUGANZA","Vagány, csajos színösszeállítás!","Lovaglás","3990.00 HUF",""
"8517201","Kobak, C120","http://www.decathlon.hu/kobak-c120-id_8517201.html","http://www.decathlon.hu/media/851/8517201/big_1416734.jpg","FOUGANZA","A fejkerület állítócsavarral szabályozható. ","Lovaglás","7990.00 HUF",""
"8485445","Gyerek lovaglócsizma Schooling","http://www.decathlon.hu/gyerek-lovaglocsizma-schooling-id_8485445.html","http://www.decathlon.hu/media/848/8485445/big_1245494.jpg","FOUGANZA","Vízhatlan, könnyen tisztítható csizma!","Lovaglás","3990.00 HUF",""
"8485531","Lovaglózokni 500-as, kék,bordó","http://www.decathlon.hu/lovaglozokni-500-as-kekbordo-id_8485531.html","http://www.decathlon.hu/media/848/8485531/big_1344011.jpg","FOUGANZA","Talpán puha, meleg, buklé kötésű anyag.","Lovaglás","1690.00 HUF",""
"8485257","Lovaglónadrág 580-as Fullseat ","http://www.decathlon.hu/lovaglonadrag-580-as-fullseat--id_8485257.html","http://www.decathlon.hu/media/848/8485257/big_1336134.jpg","FOUGANZA","Bőrhatású térdfolt.","Lovaglás","16990.00 HUF",""
"8485566","Hőtartó lovaglónadrág Kipwarm","http://www.decathlon.hu/hotarto-lovaglonadrag-kipwarm-id_8485566.html","http://www.decathlon.hu/media/848/8485566/big_1324757.jpg","FOUGANZA","Meleg, vízhatlan, lélegző.","Lovaglás","14990.00 HUF",""
"8485533","Lovaglózokni 500-as","http://www.decathlon.hu/lovaglozokni-500-as-id_8485533.html","http://www.decathlon.hu/media/848/8485533/big_1344013.jpg","FOUGANZA","Talpán puha, meleg, buklé kötésű anyag.","Lovaglás","1690.00 HUF",""
"8531454","Légymaszk, fekete","http://www.decathlon.hu/legymaszk-fekete-id_8531454.html","http://www.decathlon.hu/media/853/8531454/big_1418091.jpg","KERBL","Ideális érzékeny szemű, fülű lovakra.  ","Lovaglás","4990.00 HUF",""
"8504007","Gyerek lovasdzseki, 500-as ","http://www.decathlon.hu/gyerek-lovasdzseki-500-as--id_8504007.html","http://www.decathlon.hu/media/850/8504007/big_1344961.jpg","FOUGANZA","Meleg és vízhatlan! ","Lovaglás","14990.00 HUF",""
"8375138","Pónipatrac, 100-as, barna","http://www.decathlon.hu/ponipatrac-100-as-barna-id_8375138.html","http://www.decathlon.hu/media/837/8375138/big_1416771.jpg","FOUGANZA","Gyerekeknek, shetlandi pónihoz ideális!","Lovaglás","29990.00 HUF",""
"8395004","Kantár, póni, 100-as, barna","http://www.decathlon.hu/kantar-poni-100-as-barna-id_8395004.html","http://www.decathlon.hu/media/839/8395004/big_1324792.jpg","FOUGANZA","Egyszerű beállítás. Könnyen használható szárak.","Lovaglás","6990.00 HUF",""
"8485772","Férfi lovaglónadrág BR180","http://www.decathlon.hu/ferfi-lovaglonadrag-br180-id_8485772.html","http://www.decathlon.hu/media/848/8485772/big_1515037.jpg","FOUGANZA","Kényelmes, meleg lovaglónadrág. ","Lovaglás","15990.00 HUF",""
"8503613","Hőtartó lovaglónadrág Kipwarm","http://www.decathlon.hu/hotarto-lovaglonadrag-kipwarm-id_8503613.html","http://www.decathlon.hu/media/850/8503613/big_1345484.jpg","FOUGANZA","Meleg, vízhatlan, lélegző.","Lovaglás","11990.00 HUF",""
"8404874","Kantár 580-as GLOSSY, fekete","http://www.decathlon.hu/kantar-580-as-glossy-fekete-id_8404874.html","http://www.decathlon.hu/media/840/8404874/big_1342252.jpg","FOUGANZA","Maximális kényelem a póninak.","Lovaglás","11990.00 HUF",""
"8487898","Kantárszár 580-as STRASSZ","http://www.decathlon.hu/kantarszar-580-as-strassz-id_8487898.html","http://www.decathlon.hu/media/848/8487898/big_1332006.jpg","FOUGANZA","Gumi szárak nagy szilikonpöttyökkel!","Lovaglás","6490.00 HUF",""
"8405260","Bőr kötőfék, 900-as","http://www.decathlon.hu/bor-kotofek-900-as-id_8405260.html","http://www.decathlon.hu/media/840/8405260/big_1500573.jpg","FOUGANZA","Kényelmes és ergonomikus tarkószíj.","Lovaglás","14990.00 HUF",""
"8502463","Felrántószíjak, nyereghez","http://www.decathlon.hu/felrantoszijak-nyereghez-id_8502463.html","http://www.decathlon.hu/media/850/8502463/big_1416784.jpg","FOUGANZA","Könnyű levenni, s az újat feltenni. ","Lovaglás","3990.00 HUF",""
"8375821","Nyeregemelő 500-as, fekete","http://www.decathlon.hu/nyeregemelo-500-as-fekete-id_8375821.html","http://www.decathlon.hu/media/837/8375821/big_1324736.jpg","FOUGANZA","Tapadós szilikonpöttyök: nagyon stabilan tart.","Lovaglás","9990.00 HUF",""
"8375406","Kantár, TINCKLE, barna","http://www.decathlon.hu/kantar-tinckle-barna-id_8375406.html","http://www.decathlon.hu/media/837/8375406/big_1416777.jpg","FOUGANZA","Anatómiai kialakítású tarkószíj. ","Lovaglás","22990.00 HUF",""
"8404875","Kantár, póni, 580-as, barna","http://www.decathlon.hu/kantar-poni-580-as-barna-id_8404875.html","http://www.decathlon.hu/media/840/8404875/big_1342267.jpg","FOUGANZA","Maximális kényelem a póninak.","Lovaglás","11990.00 HUF",""
"8487897","Kantárszár 580-as STRASSZ","http://www.decathlon.hu/kantarszar-580-as-strassz-id_8487897.html","http://www.decathlon.hu/media/848/8487897/big_1500576.jpg","FOUGANZA","Gumi szárak nagy szilikonpöttyökkel!","Lovaglás","6490.00 HUF",""
"8379156","Munkatakaró/vesetakaró, POLAR","http://www.decathlon.hu/munkatakaro-vesetakaro-polar-id_8379156.html","http://www.decathlon.hu/media/837/8379156/big_1344038.jpg","FOUGANZA","Meleg munka,- vesetakaró. ","Lovaglás","8490.00 HUF",""
"8503976","Lány lovas póló, 140-es","http://www.decathlon.hu/lany-lovas-polo-140-es-id_8503976.html","http://www.decathlon.hu/media/850/8503976/big_1346070.jpg","FOUGANZA","Vagány, csajos színösszeállítás!","Lovaglás","3990.00 HUF",""
"8500810","Férfi lovas mellény, 500-as","http://www.decathlon.hu/ferfi-lovas-melleny-500-as-id_8500810.html","http://www.decathlon.hu/media/850/8500810/big_1416671.jpg","FOUGANZA","Kényelmes, meleg, jól aláöltözhető. ","Lovaglás","12990.00 HUF",""
"8485879","Lovas polárfelső, 2 az 1-ben","http://www.decathlon.hu/lovas-polarfelso-2-az-1-ben-id_8485879.html","http://www.decathlon.hu/media/848/8485879/big_1416684.jpg","FOUGANZA","A kapucni lehajtásával meleg nyakvédőt kapunk.","Lovaglás","5490.00 HUF",""
"8503223","Férfi lovaskabát, 500-as ","http://www.decathlon.hu/ferfi-lovaskabat-500-as--id_8503223.html","http://www.decathlon.hu/media/850/8503223/big_1324719.jpg","FOUGANZA","Vízhatlan, meleg lovas kabát. ","Lovaglás","21990.00 HUF",""
"8485875","Női lovaskabát, TOSCA2 ","http://www.decathlon.hu/noi-lovaskabat-tosca2--id_8485875.html","http://www.decathlon.hu/media/848/8485875/big_1416686.jpg","FOUGANZA","Vízhatlan és meleg kabát. ","Lovaglás","17990.00 HUF",""
"8500687","Lovaglónadrág, ACCESSY","http://www.decathlon.hu/lovaglonadrag-accessy-id_8500687.html","http://www.decathlon.hu/media/850/8500687/big_1345955.jpg","FOUGANZA","Puha, meleg anyagú téli lovaglónadrág. ","Lovaglás","9990.00 HUF",""
"8500623","Lovas polárfelső PADDOCK","http://www.decathlon.hu/lovas-polarfelso-paddock-id_8500623.html","http://www.decathlon.hu/media/850/8500623/big_1346019.jpg","FOUGANZA","Tisztán is - melegen is tart! ","Lovaglás","5990.00 HUF",""
"8486217","Lovas polárfelső, 500-as","http://www.decathlon.hu/lovas-polarfelso-500-as-id_8486217.html","http://www.decathlon.hu/media/848/8486217/big_1416667.jpg","FOUGANZA","Tisztán is - melegen is tart! ","Lovaglás","9990.00 HUF",""
"8500814","Lovas polárfelső 500-as","http://www.decathlon.hu/lovas-polarfelso-500-as-id_8500814.html","http://www.decathlon.hu/media/850/8500814/big_1416672.jpg","FOUGANZA","Puha, meleg és kényelmes! ","Lovaglás","9990.00 HUF",""
"8504001","Gyerek lovasdzseki, 500-as","http://www.decathlon.hu/gyerek-lovasdzseki-500-as-id_8504001.html","http://www.decathlon.hu/media/850/8504001/big_1345928.jpg","FOUGANZA","Rövid szabású, lóháton is kényelmes. ","Lovaglás","7990.00 HUF",""
"8485878","Lovas polárfelső, 2 az 1-ben","http://www.decathlon.hu/lovas-polarfelso-2-az-1-ben-id_8485878.html","http://www.decathlon.hu/media/848/8485878/big_1416683.jpg","FOUGANZA","A kapucni lehajtásával meleg nyakvédőt kapunk.","Lovaglás","5490.00 HUF",""
"8485881","Lovas polárfelső, 500-as","http://www.decathlon.hu/lovas-polarfelso-500-as-id_8485881.html","http://www.decathlon.hu/media/848/8485881/big_1418767.jpg","FOUGANZA","Tisztán is - melegen is tart! ","Lovaglás","9990.00 HUF",""
"8375415","Heveder, pónipatrachoz, 100-as","http://www.decathlon.hu/heveder-ponipatrachoz-100-as-id_8375415.html","http://www.decathlon.hu/media/837/8375415/big_1416772.jpg","FOUGANZA","Egyszerűen, könnyen kezelhető és tisztítható.","Lovaglás","5490.00 HUF",""
"8503616","Gyerek lovas felső, 100-as","http://www.decathlon.hu/gyerek-lovas-felso-100-as-id_8503616.html","http://www.decathlon.hu/media/850/8503616/big_1345006.jpg","FOUGANZA","Könnyű, kényelmes viselet. ","Lovaglás","4490.00 HUF",""
"8379155","Munkatakaró/vesetakaró, POLAR","http://www.decathlon.hu/munkatakaro-vesetakaro-polar-id_8379155.html","http://www.decathlon.hu/media/837/8379155/big_1344039.jpg","FOUGANZA","Meleg munka,- vesetakaró. ","Lovaglás","8490.00 HUF",""
"8503977","Kislány lovas póló, 140-es ","http://www.decathlon.hu/kislany-lovas-polo-140-es--id_8503977.html","http://www.decathlon.hu/media/850/8503977/big_1344889.jpg","FOUGANZA","Kényelmes és kellemes viselet egész évben. ","Lovaglás","2990.00 HUF",""
"8503978","Kisgyerek lovas póló, 140-es","http://www.decathlon.hu/kisgyerek-lovas-polo-140-es-id_8503978.html","http://www.decathlon.hu/media/850/8503978/big_1344879.jpg","FOUGANZA","Kényelmes és kellemes viselet egész évben. ","Lovaglás","2990.00 HUF",""
"8525786","Istállótakaró, 2az 1-ben","http://www.decathlon.hu/istallotakaro-2az-1-ben-id_8525786.html","http://www.decathlon.hu/media/852/8525786/big_9238fa74-6c5e-4e14-8c8a-debacb830314.jpg","FOUGANZA","Strapabíró, meleg istállótakaró. ","Lovaglás","49990.00 HUF",""
"8485452","Lábszárvédő 500-as","http://www.decathlon.hu/labszarvedo-500-as-id_8485452.html","http://www.decathlon.hu/media/848/8485452/big_1344053.jpg","FOUGANZA","Kétféle szárhosszal kapható. ","Lovaglás","14990.00 HUF",""
"8511869","Nyeregalátét 500-as, fehér","http://www.decathlon.hu/nyeregalatet-500-as-feher-id_8511869.html","http://www.decathlon.hu/media/851/8511869/big_1344168.jpg","FOUGANZA","Puha és vastag a maximális kényelemért.","Lovaglás","5990.00 HUF",""
"8511868","Nyeregalátét, 500-as, acélkék","http://www.decathlon.hu/nyeregalatet-500-as-acelkek-id_8511868.html","http://www.decathlon.hu/media/851/8511868/big_1344110.jpg","FOUGANZA","Puha és vastag a maximális kényelemért.","Lovaglás","5990.00 HUF",""
"8511870","Nyeregalátét, 500-as","http://www.decathlon.hu/nyeregalatet-500-as-id_8511870.html","http://www.decathlon.hu/media/851/8511870/big_1344142.jpg","FOUGANZA","Puha és vastag a maximális kényelemért.","Lovaglás","5990.00 HUF",""
"8511872","Nyeregalátét, 500-as, kék","http://www.decathlon.hu/nyeregalatet-500-as-kek-id_8511872.html","http://www.decathlon.hu/media/851/8511872/big_1344130.jpg","FOUGANZA","Puha és vastag a maximális kényelemért.","Lovaglás","5990.00 HUF",""
"8485449","Lovaglócipő 500-as, barna","http://www.decathlon.hu/lovaglocipo-500-as-barna-id_8485449.html","http://www.decathlon.hu/media/848/8485449/big_1343922.jpg","FOUGANZA","Kitűnően illik az 500-as lábszárvédőhöz.","Lovaglás","12990.00 HUF",""
"8514674","Gyerek lovaglócipő 160-as","http://www.decathlon.hu/gyerek-lovaglocipo-160-as-id_8514674.html","http://www.decathlon.hu/media/851/8514674/big_1561183.jpg","FOUGANZA","Kényelmes, meleg lovaglócipő a hideg napokra. ","Lovaglás","9990.00 HUF","9990.00 HUF"
"8485759","Lovaglókesztyű EASYWEAR ","http://www.decathlon.hu/lovaglokesztyu-easywear--id_8485759.html","http://www.decathlon.hu/media/848/8485759/big_1549416.jpg","FOUGANZA","Belül meleg polárral béleltük. ","Lovaglás","2490.00 HUF",""
"8485755","Lovaglókesztyű EASYWEAR ","http://www.decathlon.hu/lovaglokesztyu-easywear--id_8485755.html","http://www.decathlon.hu/media/848/8485755/big_1549415.jpg","FOUGANZA","Belül meleg polárral béleltük. ","Lovaglás","2490.00 HUF",""
"8485552","Hőtartó lovaglónadrág Kipwarm","http://www.decathlon.hu/hotarto-lovaglonadrag-kipwarm-id_8485552.html","http://www.decathlon.hu/media/848/8485552/big_1346002.jpg","FOUGANZA","Meleg, vízhatlan, lélegző.","Lovaglás","11990.00 HUF",""
"8485448","Lovaglócipő 500-as, fekete","http://www.decathlon.hu/lovaglocipo-500-as-fekete-id_8485448.html","http://www.decathlon.hu/media/848/8485448/big_1343907.jpg","FOUGANZA","Kitűnően illik az 500-as lábszárvédőhöz.","Lovaglás","12990.00 HUF",""
"8512786","Lovaglócipő 500-as, fekete","http://www.decathlon.hu/lovaglocipo-500-as-fekete-id_8512786.html","http://www.decathlon.hu/media/851/8512786/big_1333962.jpg","FOUGANZA","Kitűnően illik az 500-as lábszárvédőhöz.","Lovaglás","14990.00 HUF",""
"8517239","Lovaglócsizma LB 500, bélelt","http://www.decathlon.hu/lovaglocsizma-lb-500-belelt-id_8517239.html","http://www.decathlon.hu/media/851/8517239/big_1555471.jpg","FOUGANZA","Kényelmes, kellemesen meleg viselet. ","Lovaglás","19990.00 HUF",""
"8512500","Lovaglócipő 500 Warm, hőtartó","http://www.decathlon.hu/lovaglocipo-500-warm-hotarto-id_8512500.html","http://www.decathlon.hu/media/851/8512500/big_1561184.jpg","FOUGANZA","Kitűnően illik az 500-as lábszárvédőhöz.","Lovaglás","14990.00 HUF",""
"8520675","Farmatring, póni, 100 BASIC","http://www.decathlon.hu/farmatring-poni-100-basic-id_8520675.html","http://www.decathlon.hu/media/852/8520675/big_1416764.jpg","FOUGANZA","Könnyű feltenni, állítani. ","Lovaglás","3990.00 HUF",""
"8528093","Lovas kalap CROSSOVER, barna","http://www.decathlon.hu/lovas-kalap-crossover-barna-id_8528093.html","http://www.decathlon.hu/media/852/8528093/big_1416715.jpg","NO BRAND","Kivehető, vízhatlan belső rész. ","LOVAGLÁS TEREPEN","14990.00 HUF",""
"8520652","Kantárszár, gumis, 900-as","http://www.decathlon.hu/kantarszar-gumis-900-as-id_8520652.html","http://www.decathlon.hu/media/852/8520652/big_1348338.jpg","FOUGANZA","Kis pöttyökkel készült gumi borítás","Lovaglás","6490.00 HUF",""
"8520651","Kantárszár 900-as, fekete","http://www.decathlon.hu/kantarszar-900-as-fekete-id_8520651.html","http://www.decathlon.hu/media/852/8520651/big_1348339.jpg","FOUGANZA","Kis pöttyökkel készült gumi borítás","Lovaglás","6490.00 HUF",""
"8485580","Lovaglómellény 500-as","http://www.decathlon.hu/lovaglomelleny-500-as-id_8485580.html","http://www.decathlon.hu/media/848/8485580/big_1255125.jpg","FOUGANZA","Szélálló és rugalmas.","Lovaglás","6990.00 HUF",""
"8505894","Kengyelgumi Escape","http://www.decathlon.hu/kengyelgumi-escape-id_8505894.html","http://www.decathlon.hu/media/850/8505894/big_1416790.jpg","FOUGANZA","Nagyon könnyen a kengyel talpába pattintható.","LOVAGLÁS TEREPEN","990.00 HUF",""
"8505216","Női lovaglónadrág, ACCESSY","http://www.decathlon.hu/noi-lovaglonadrag-accessy-id_8505216.html","http://www.decathlon.hu/media/850/8505216/big_1641457.jpg","FOUGANZA","Puha, meleg polárral béleltük. ","Lovaglás","6990.00 HUF",""
"8485376","Női lovas póló 500-as WARM","http://www.decathlon.hu/noi-lovas-polo-500-as-warm-id_8485376.html","http://www.decathlon.hu/media/848/8485376/big_1416665.jpg","FOUGANZA","Meleg, légáteresztő anyag.","Lovaglás","4990.00 HUF",""
"8519145","Kantár, svédorrzós, PULL BACK ","http://www.decathlon.hu/kantar-svedorrzos-pull-back-id_8519145.html","http://www.decathlon.hu/media/851/8519145/big_1348322.jpg","FOUGANZA","Levehető segédorrszíjjal!","Lovaglás","14990.00 HUF",""
"8485428","Fiú lovas póló, 140-es","http://www.decathlon.hu/fiu-lovas-polo-140-es-id_8485428.html","http://www.decathlon.hu/media/848/8485428/big_1346055.jpg","FOUGANZA","Sportos, kellemes viselet. ","Lovaglás","3990.00 HUF",""
"8485529","Lovaglózokni 500-as, bordó","http://www.decathlon.hu/lovaglozokni-500-as-bordo-id_8485529.html","http://www.decathlon.hu/media/848/8485529/big_1344002.jpg","FOUGANZA","Ebben télen sem fázik a lábad! ","Lovaglás","1990.00 HUF",""
"8519146","Kantár, svédorrzós, PULL BACK ","http://www.decathlon.hu/kantar-svedorrzos-pull-back-id_8519146.html","http://www.decathlon.hu/media/851/8519146/big_1348335.jpg","FOUGANZA","Levehető segédorrszíjjal!","Lovaglás","14990.00 HUF",""
"8485427","Gyerek/fiú lovas póló 140-es","http://www.decathlon.hu/gyerek-fiu-lovas-polo-140-es-id_8485427.html","http://www.decathlon.hu/media/848/8485427/big_1345016.jpg","FOUGANZA","Sportos, kellemes viselet. ","Lovaglás","3990.00 HUF",""
"8505191","Lovas polár felső, 2 az 1-ben","http://www.decathlon.hu/lovas-polar-felso-2-az-1-ben-id_8505191.html","http://www.decathlon.hu/media/850/8505191/big_1416674.jpg","FOUGANZA","A kapucni lehajtásával meleg nyakvédőt kapunk.","Lovaglás","5490.00 HUF",""
"8485523","Kisgyerek lovaglózokni BABY","http://www.decathlon.hu/kisgyerek-lovaglozokni-baby-id_8485523.html","http://www.decathlon.hu/media/848/8485523/big_1500722.jpg","FOUGANZA","Ideális a legkisebbeknek készült gumicsizmákhoz! ","Lovaglás","1290.00 HUF",""
